Product_Name,Discounted_Price,Discount,Original_Price,Rating,No_of_ratings,itemURL,Platform
MUKESH FLOUR MILL Cournflour (makke ka aata) 1kg,175.0,38.0,280.0,4.4,3,https://www.amazon.in/Cournflour-makke-ka-aata-1kg/dp/B07RMJHYCH/ref=sr_1_318?dchild=1&qid=1591099869&s=grocery&sr=1-318,Amazon
Vasani's 100% Natural Broken Wheat Dalia 500g,65.0,34.0,99.0,4.1,4,https://www.amazon.in/Vasanis-Natural-Broken-Wheat-Dalia/dp/B084DVJCDB/ref=sr_1_316?dchild=1&qid=1591099869&s=grocery&sr=1-316,Amazon
INDIRAS Ragi Dosa Mix (500 g),80.0,16.0,95.0,4.5,7,https://www.amazon.in/INDIRAS-Ragi-Dosa-Mix-500/dp/B07Q73NQB5/ref=sr_1_317?dchild=1&qid=1591099869&s=grocery&sr=1-317,Amazon
FARM 2 YOU Puffed Rice|BHADANG|MURMURA|KURMURA 400GM,199.0,60.0,498.0,2.5,15,https://www.amazon.in/FARM-YOU-BHADANG-MURMURA-KURMURA/dp/B081Y47TV4/ref=sr_1_318?dchild=1&qid=1591099869&s=grocery&sr=1-318,Amazon
"ELWORLD AGRO & ORGANIC FOOD PRODUCTS Organic Soyabean Whole, 1 Kg X 2 - Pack of 2",344.0,1.0,348.0,4.2,60,https://www.amazon.in/ELWORLD-AGRO-ORGANIC-FOOD-PRODUCTS/dp/B07D4JWT3S/ref=sr_1_319?dchild=1&qid=1591099869&s=grocery&sr=1-319,Amazon
"Josef Marc Coarse Rye Flour for Baking Purpose - 1 kg | Unbleached, High Fiber & High Protien, Non-chlorinated, Non-GMO & Non-bro-mated, Italian Type 1150 Flour, All Purpose Rye Flour.",499.0,17.0,600.0,4.0,12,https://www.amazon.in/Josef-Marc-Coarse-Baking-Purpose/dp/B07TLXLRMQ/ref=sr_1_320?dchild=1&qid=1591099869&s=grocery&sr=1-320,Amazon
HOME MADE Chana Sattu Pure No Additives or Preservatives (1 Kg),249.0,24.0,329.0,5.0,2,https://www.amazon.in/HOME-MADE-Chana-Additives-Preservatives/dp/B08125YRY9/ref=sr_1_321?dchild=1&qid=1591099869&s=grocery&sr=1-321,Amazon
"JIWA healthy by nature Organic Quinoa Flour, 900g",285.0,56.0,650.0,3.8,23,https://www.amazon.in/Jiwa-Healthy-Nature-Organic-Quinoa/dp/B07B25XCDY/ref=sr_1_323?dchild=1&qid=1591099869&s=grocery&sr=1-323,Amazon
Tenali Double Horse Urad Dall Whole 500 Grams Pack of 10,610.0,24.0,800.0,4.3,5,https://www.amazon.in/Tenali-Double-Horse-Orid-Grams/dp/B07QGYYMXP/ref=sr_1_325?dchild=1&qid=1591099869&s=grocery&sr=1-325,Amazon
"Kohinoor Traditional Authentic Aged Basmati Rice, 5 Kg",895.0,15.0,1055.0,3.6,36,https://www.amazon.in/Kohinoor-Traditional-Authentic-Aged-Basmati/dp/B01H5MABJ0/ref=sr_1_326?dchild=1&qid=1591099869&s=pantry&sr=1-326,Amazon
INDIRAS Ragi Huri Hittu (400g),65.0,10.0,72.0,4.8,35,https://www.amazon.in/Indiras-Ragi-Huri-Hittu-Grams/dp/B01BHW8D7G/ref=sr_1_331?dchild=1&qid=1591099869&s=grocery&sr=1-331,Amazon
"Mangat Ram Urad Chilka, 1kg",167.0,10.0,185.0,4.1,26,https://www.amazon.in/Mangat-Ram-Urad-Chilka-1kg/dp/B07H342MLN/ref=sr_1_332?dchild=1&qid=1591099869&s=grocery&sr=1-332,Amazon
ZERO-G Gluten-Free Water Chestnut Singhara Flour (500g) (Pack of 1),280.0,15.0,330.0,4.4,34,https://www.amazon.in/ZERO-G-%E0%A4%97%E0%A5%8D%E0%A4%B2%E0%A5%82%E0%A4%9F%E0%A5%87%E0%A4%A8-%E0%A4%AB%E0%A5%8D%E0%A4%B0%E0%A5%80-%E0%A4%B5%E0%A4%BE%E0%A4%9F%E0%A4%B0-%E0%A4%9A%E0%A5%87%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A4%A8%E0%A4%9F-Singhara/dp/B07V2R5GMR/ref=sr_1_333?dchild=1&qid=1591099869&s=grocery&sr=1-333,Amazon
Zero-G Gluten-Free Brown Rice Flour (1 kg Pouch),175.0,10.0,195.0,4.3,23,https://www.amazon.in/Zero-G-Gluten-Free-Brown-Rice-Flour/dp/B00EZL7XAK/ref=sr_1_334?dchild=1&qid=1591099869&s=grocery&sr=1-334,Amazon
"Ogranny Farm Products Mixed Millets Combo Pack of 7 (Finger Millet 500g, Proso Millet 500g, Kodo Millet 500g, Little Millet 500g, Foxtail Millet 500g, Pearl Millet 500g, & Barnyard Millet 500g)",439.0,33.0,655.0,1.0,1,https://www.amazon.in/Ogranny-Farm-Products-Millets-Barnyard/dp/B07QHFJCJ8/ref=sr_1_335?dchild=1&qid=1591099869&s=grocery&sr=1-335,Amazon
"Naturevibe Botanicals Barley Flour, 1 kg",300.0,25.0,399.0,4.1,20,https://www.amazon.in/Naturevibe-Botanicals-Organic-Barley-Flour/dp/B07RVB213X/ref=sr_1_338?dchild=1&qid=1591099869&s=grocery&sr=1-338,Amazon
Amwel Chawal Atta ( Rice Flour ) 500g,70.0,22.0,90.0,2.4,4,https://www.amazon.in/Amwel-Chawal-Atta-Rice-Flour/dp/B07BVNKPCL/ref=sr_1_340?dchild=1&qid=1591099869&s=grocery&sr=1-340,Amazon
Natureland Organics Sona Masoori Rice 1 Kg - Organic Rice,109.0,5.0,115.0,4.6,3,https://www.amazon.in/Natureland-Organics-Sona-Mansoori-Rice/dp/B07B9VYL3N/ref=sr_1_342?dchild=1&qid=1591099869&s=grocery&sr=1-342,Amazon
P Mark Wheat Bran 500 Grams Pack of 2 + Free Dalia 200 Grams,230.0,23.0,300.0,4.5,14,https://www.amazon.in/Mark-Wheat-Bran-Grams-Sooji/dp/B07JCMZDVD/ref=sr_1_340?dchild=1&qid=1591099869&s=grocery&sr=1-340,Amazon
NatureVit Quinoa Seeds - 5 Kg (Saver Pack) [ 5 Packets x 1 Kg ],999.0,50.0,2000.0,4.2,148,https://www.amazon.in/NatureVit-Quinoa-Seeds-Saver-Pack/dp/B07DY27FMR/ref=sr_1_341?dchild=1&qid=1591099869&s=grocery&sr=1-341,Amazon
Pmw® - Grade A Quality - Idly Ravva - Premium Idly Rawa - Chawal Da Atta - 1 Kilo,109.0,36.0,169.0,3.3,5,https://www.amazon.in/Pmw%C2%AE-Grade-Quality-Premium-Chawal/dp/B07QBLD5DP/ref=sr_1_343?dchild=1&qid=1591099869&s=grocery&sr=1-343,Amazon
FARM 2 YOU All Natural and Fiber-Rich Pearl Barley Jau Ghat 900GM,249.0,38.0,400.0,1.0,2,https://www.amazon.in/FARM-YOU-Natural-Fiber-Rich-Barley/dp/B07ZLT92PF/ref=sr_1_344?dchild=1&qid=1591099869&s=grocery&sr=1-344,Amazon
"Prasaar Poha (Flattened Rice) Thick,500 GMS - Pack of 3",145.0,15.0,170.0,2.3,3,https://www.amazon.in/Prasaar-Poha-Flattened-Rice-Thick/dp/B0837XQBQ1/ref=sr_1_345?dchild=1&qid=1591099869&s=grocery&sr=1-345,Amazon
FOODThink Roasted Rava/Sooji (Semolina) with Wheat Bran 500g,75.0,25.0,100.0,5.0,6,https://www.amazon.in/FOODThink-Roasted-Sooji-Semolina-Wheat/dp/B0727W4QYP/ref=sr_1_346?dchild=1&qid=1591099869&s=grocery&sr=1-346,Amazon
"Dryfruit Mart Fine Almond Flour, 500g",680.0,24.0,900.0,4.3,18,https://www.amazon.in/Dryfruit-Mart-Fine-Almond-Flour/dp/B077QNHSRM/ref=sr_1_348?dchild=1&qid=1591099869&s=grocery&sr=1-348,Amazon
TWF Nutritious Sharbati Highland Flour Wheat Atta - 5 Kg Pack,699.0,13.0,799.0,4.2,97,https://www.amazon.in/TWF-Nutritious-Sharbati-Highland-Flour/dp/B072PWN5WP/ref=sr_1_349?dchild=1&qid=1591099869&s=grocery&sr=1-349,Amazon
"Godka Almond Flour/Badam Powder,1kg",890.0,6.0,949.0,5.0,2,https://www.amazon.in/Godka-Almond-Flour-Badam-Powder/dp/B0822VR47D/ref=sr_1_355?dchild=1&qid=1591099869&s=grocery&sr=1-355,Amazon
Zero-G Gluten-free Roasted Gram Flour Sattu (500g Pouch),165.0,6.0,175.0,3.7,11,https://www.amazon.in/Zero-G-Gluten-free-HEALTHY-ALTERNATIVES-Super/dp/B00XL78Y7U/ref=sr_1_356?dchild=1&qid=1591099869&s=grocery&sr=1-356,Amazon
Mah Boonkring Jasmine Gold Thai Rice (2 Kg),762.0,49.0,1500.0,4.6,6,https://www.amazon.in/Jasmine-Gold-Thai-Mah-Krong/dp/B0054CYS5W/ref=sr_1_358?dchild=1&qid=1591099869&s=grocery&sr=1-358,Amazon
"921 GRM Natural Organic Sticky Rice for Chinese, Japanese & Korean Dishes",500.0,33.0,750.0,5.0,3,https://www.amazon.in/921-Natural-Organic-Chinese-Japanese/dp/B0845W6CJL/ref=sr_1_360?dchild=1&qid=1591099869&s=grocery&sr=1-360,Amazon
Nachankar Agro Jowar Flour 1kg,154.0,9.0,170.0,3.3,3,https://www.amazon.in/Nachankar-Agro-Jowar-Flour-1kg/dp/B07WSP224S/ref=sr_1_361?dchild=1&qid=1591099869&s=grocery&sr=1-361,Amazon
"Urban Platter SOYA Chunks (SOYA Wadi), 500g",250.0,24.0,330.0,4.3,68,https://www.amazon.in/Urban-Platter-Soya-Chunks-Wadi/dp/B01HTSTC22/ref=sr_1_362?dchild=1&qid=1591099869&s=grocery&sr=1-362,Amazon
"Forgotten Foods - Organic Little Millet - 900 g (Naturally Farmed, Gluten Free, High Fibre, Low GI)",165.0,3.0,170.0,4.2,2,https://www.amazon.in/Forgotten-Foods-Organic-Little-Naturally/dp/B076BT64NC/ref=sr_1_363?dchild=1&qid=1591099869&s=grocery&sr=1-363,Amazon
"Naturevibe Botanicals Bajra Atta, 1 kg",300.0,25.0,399.0,3.9,21,https://www.amazon.in/Naturevibe-Botanicals-Gluten-Protein-Improve/dp/B07MHFS798/ref=sr_1_364?dchild=1&qid=1591099869&s=grocery&sr=1-364,Amazon
"Tanawade's Smart Food Instant Multigrain Thalipeeth Mix, Ready to Cook, Home Food with Hand Picked Flavours, Pack of 3",195.0,7.0,210.0,4.3,32,https://www.amazon.in/Tanawades-%E0%A4%B8%E0%A5%8D%E0%A4%AE%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%9F-%E0%A4%87%E0%A4%82%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A5%87%E0%A4%82%E0%A4%9F-%E0%A4%AE%E0%A4%B2%E0%A5%8D%E0%A4%9F%E0%A5%80%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A5%87%E0%A4%A8-%E0%A4%A5%E0%A4%BE%E0%A4%B2%E0%A5%80%E0%A4%AA%E0%A5%80%E0%A4%A5/dp/B017NK4N8E/ref=sr_1_365?dchild=1&qid=1591099869&s=grocery&sr=1-365,Amazon
"B&B Organics Idly and Dosa Rice, 2 kg",280.0,20.0,349.0,3.3,5,https://www.amazon.in/Organics-Idly-Dosa-Rice/dp/B07MNZSR8P/ref=sr_1_366?dchild=1&qid=1591099869&s=grocery&sr=1-366,Amazon
"Kohinoor Tibar Authentic Basmati Rice, 1 Kg",119.0,12.0,135.0,3.5,23,https://www.amazon.in/Kohinoor-Tibar-Basmati-Rice-1kg/dp/B074QTLBF1/ref=sr_1_368?dchild=1&qid=1591099869&s=pantry&sr=1-368,Amazon
Manna Ragi Malt 200 g (Pack of 2),160.0,6.0,170.0,3.1,48,https://www.amazon.in/Manna-Ragi-Malt-200-Pack/dp/B07D755GSF/ref=sr_1_370?dchild=1&qid=1591099869&s=grocery&sr=1-370,Amazon
Berries And Nuts White Quinoa | Gluten Free Quinoa | 5 Kg - Value Pack,880.0,12.0,1000.0,4.4,50,https://www.amazon.in/Berries-Nuts-White-Quinoa-Gluten/dp/B07W9HVYQ5/ref=sr_1_371?dchild=1&qid=1591099869&s=grocery&sr=1-371,Amazon
"India Khaas XXL Supreme Basmati Rice | Extra Long Premium Quality Grains | Low G.I | Export Quality Basmati Rice| Great Source of Energy| Pleasant Aroma| No Gluten, 5 Kg Pack",899.0,22.0,1150.0,3.8,67,https://www.amazon.in/Supreme-Basmati-Premium-Quality-Pleasant/dp/B081YPDYD5/ref=sr_1_372?dchild=1&qid=1591099869&s=grocery&sr=1-372,Amazon
Nourishyou Organic Quinoa - 500 Grams (Value Pack Of 3),737.0,15.0,867.0,4.3,72,https://www.amazon.in/Nourishyou-Organic-Quinoa-Grams-Value/dp/B01ISQSU90/ref=sr_1_373?dchild=1&qid=1591099869&s=grocery&sr=1-373,Amazon
LAL. QILLA Traditional Basmati Rice 5 Kg,999.0,4.0,1040.0,3.8,53,https://www.amazon.in/LAL-QILLA-Traditional-Basmati-Rice/dp/B078SX55F5/ref=sr_1_379?dchild=1&qid=1591099869&s=grocery&sr=1-379,Amazon
Marwar Organic Roasted Channa Dal (Gram) 400 Grams,98.0,1.0,99.0,5.0,2,https://www.amazon.in/Marwar-Organic-Roasted-Channa-Grams/dp/B082R9C584/ref=sr_1_382?dchild=1&qid=1591099869&s=grocery&sr=1-382,Amazon
MUKESH FLOUR MILL Cornflour (Makke ka aata) 500g,110.0,45.0,200.0,5.0,1,https://www.amazon.in/Cornflour-Makke-ka-aata-500g/dp/B07RMY1WC1/ref=sr_1_386?dchild=1&qid=1591099869&s=grocery&sr=1-386,Amazon
ELWORLD AGRO & ORGANIC FOOD PRODUCTS White Rice Poha (500g) - Pack of 2,201.0,3.0,208.0,3.9,51,https://www.amazon.in/ELWORLD-AGRO-ORGANIC-FOOD-PRODUCTS/dp/B072C5XTRD/ref=sr_1_388?dchild=1&qid=1591099869&s=grocery&sr=1-388,Amazon
Angkor Wat Thai HOM Mali Jasmine Rice,700.0,14.0,810.0,3.8,13,https://www.amazon.in/Angkor-Wat-Thai-Mali-Jasmine/dp/B07LBW3JG4/ref=sr_1_391?dchild=1&qid=1591099869&s=grocery&sr=1-391,Amazon
"B&B Organics Mixed Millet Combo of 4 (Little, Kodo, Foxtail & Barnyand Millet) -Each 500 Grams",405.0,20.0,506.0,3.5,5,https://www.amazon.in/Organics-Millet-Little-Foxtail-Barnyand/dp/B07QKY8LBV/ref=sr_1_392?dchild=1&qid=1591099869&s=grocery&sr=1-392,Amazon
"True Elements Quinoa, Gluten Free Wholegrain Quinoa 2kg",769.0,30.0,1100.0,4.2,14,https://www.amazon.in/True-Elements-Quinoa-Gluten-Wholegrain/dp/B07XV6PBHF/ref=sr_1_394?dchild=1&qid=1591099869&s=grocery&sr=1-394,Amazon
"SHRILALMAHAL Basmati Rice, Mogra 3, 10 Kg",759.0,21.0,960.0,2.4,28,https://www.amazon.in/SHRILALMAHAL-Basmati-Rice-Mogra-10/dp/B07JQJ69YQ/ref=sr_1_395?dchild=1&qid=1591099869&s=grocery&sr=1-395,Amazon
Wheafree Gluten Free Flour (5kg) Certified Gluten Free,649.0,0.0,650.0,3.7,69,https://www.amazon.in/Wheafree-Gluten-Less-Flour-5kg/dp/B01N0F9SDJ/ref=sr_1_397?dchild=1&qid=1591099869&s=grocery&sr=1-397,Amazon
Zero-G Rite Flour - 1.25kg,140.0,13.0,160.0,4.0,59,https://www.amazon.in/Zero-G-Zero-G2-Rite-Flour-1-25kg/dp/B00MVTHFRE/ref=sr_1_398?dchild=1&qid=1591099869&s=grocery&sr=1-398,Amazon
Organic Purify BUCKWHEAT Seeds|Gluten Free BUCKWHEAT Groats|KUTTU (900GM),299.0,25.0,400.0,3.8,7,https://www.amazon.in/Organic-Purify-BUCKWHEAT-Gluten-Groats/dp/B07Q3647FJ/ref=sr_1_399?dchild=1&qid=1591099869&s=grocery&sr=1-399,Amazon
"AEROPLANE 1121 Steam Extra Long Grain Basmati Rice Pouch, 5 kg",699.0,18.0,850.0,3.4,56,https://www.amazon.in/Aeroplane-Steem-Extra-Grain-Basmati/dp/B012ZHLYXW/ref=sr_1_403?dchild=1&qid=1591099869&s=grocery&sr=1-403,Amazon
NatureVit Jau - 400 Grams | Raw Barley Seeds (Premium Quality),149.0,26.0,200.0,3.9,23,https://www.amazon.in/NatureVit-Jau-Barley-Premium-Quality/dp/B07DY74ZYS/ref=sr_1_405?dchild=1&qid=1591099869&s=grocery&sr=1-405,Amazon
Forgotten Foods - Healthy Organic Kodo Millet - 900 G,150.0,6.0,160.0,5.0,1,https://www.amazon.in/Forgotten-Foods-Healthy-Organic-Millet/dp/B075V6DBB4/ref=sr_1_407?dchild=1&qid=1591099869&s=grocery&sr=1-407,Amazon
"B&B Organics White Sorghum Flour Jowar, 1 kg",231.0,20.0,289.0,5.0,2,https://www.amazon.in/Organics-White-Sorghum-Flour-Jowar/dp/B07P6YR755/ref=sr_1_409?dchild=1&qid=1591099869&s=grocery&sr=1-409,Amazon
"Kohinoor Extra Long Bamati Rice, 1kg",185.0,11.0,209.0,3.3,6,https://www.amazon.in/Kohinoor-Extra-Long-Bamati-Rice/dp/B01CHUQTT6/ref=sr_1_410?dchild=1&qid=1591099869&s=pantry&sr=1-410,Amazon
"Arya Farm Certified Organic Tur Dal Red Gram / Toor / Arhar / Tuvar /Pigeon Pea , 1 Kg ( Pack of 2 )",379.0,5.0,398.0,4.2,8,https://www.amazon.in/Arya-Farm-Certified-Pesticides-Preservatives/dp/B079J5SXZS/ref=sr_1_411?dchild=1&qid=1591099869&s=grocery&sr=1-411,Amazon
"Ogranny Farm Products Mixed Millets Combo Pack of 5 (Kodo Millet 500g, Proso Millet 500g, Little Millet 500g, Foxtail Millet 500g & Barnyard Millet 500g)",345.0,31.0,500.0,2.4,6,https://www.amazon.in/Ogranny-Farm-Products-Millets-Barnyard/dp/B07QGH46RY/ref=sr_1_412?dchild=1&qid=1591099869&s=grocery&sr=1-412,Amazon
Natureland Organics Chana Whole 1 Kg - Organic Healthy Pulses,144.0,5.0,152.0,5.0,6,https://www.amazon.in/Natureland-Organics-Chana-Whole-Kg/dp/B07W85FZ34/ref=sr_1_413?dchild=1&qid=1591099869&s=grocery&sr=1-413,Amazon
TWF Organic Indie Wheat Flour with No Bleach and Preservative (5kg),699.0,13.0,799.0,4.0,47,https://www.amazon.in/TWF-Organic-Indie-Bleach-Preservative/dp/B084P36C3B/ref=sr_1_414?dchild=1&qid=1591099869&s=grocery&sr=1-414,Amazon
Indiana Sabudana (Sago/Tapioca) - 250gm,120.0,33.0,180.0,4.2,7,https://www.amazon.in/Indiana-Sabudana-Sago-Tapioca-250gm/dp/B07VK3SH2K/ref=sr_1_412?dchild=1&qid=1591099869&s=grocery&sr=1-412,Amazon
"Urban Platter Barley Flour, 1Kg / 35.2oz [All Natural, Gluten-Free, Fiber-Rich]",295.0,2.0,300.0,3.7,70,https://www.amazon.in/Urban-Platter-Barley-Flour-900g/dp/B018NDNIO0/ref=sr_1_413?dchild=1&qid=1591099869&s=grocery&sr=1-413,Amazon
Ronak Raunak Unpolished Kali Urad Whole/Sabut Dal (Black) 1 Kg,150.0,21.0,189.0,4.0,1,https://www.amazon.in/Ronak-Raunak-Unpolished-Whole-Sabut/dp/B0851WHKTR/ref=sr_1_416?dchild=1&qid=1591099869&s=grocery&sr=1-416,Amazon
Organic Purify SOYA WADI Chunks(SOYA Chunks) 400GM,249.0,17.0,300.0,4.1,5,https://www.amazon.in/Organic-Purify-SOYA-Chunks-400GM/dp/B07RJRRF4Z/ref=sr_1_418?dchild=1&qid=1591099869&s=grocery&sr=1-418,Amazon
Bague Premium Quality Pure Organic Ragi Atta / Finger Millet Flour 500grams,140.0,22.0,180.0,1.0,3,https://www.amazon.in/Premium-Quality-Organic-Finger-500grams/dp/B07ZBYYWW8/ref=sr_1_422?dchild=1&qid=1591099869&s=grocery&sr=1-422,Amazon
"Organic Tattva Sona Masuri Hand Pounded, 5kg",441.0,16.0,525.0,3.4,26,https://www.amazon.in/Organic-Tattva-Sona-Masuri-Pounded/dp/B00M57SW6K/ref=sr_1_423?dchild=1&qid=1591099869&s=grocery&sr=1-423,Amazon
Mangat Ram Rajma Chitra 1kg,175.0,10.0,194.0,4.4,18,https://www.amazon.in/Mangatram-Rajma-Chitra-Pack-5/dp/B015E1CNQI/ref=sr_1_427?dchild=1&qid=1591099869&s=grocery&sr=1-427,Amazon
Kitchen Champion Classic Basmati Rice 10KG,950.0,24.0,1250.0,5.0,5,https://www.amazon.in/Kitchen-Champion-Classic-Basmati-Rice/dp/B07JQHJR7K/ref=sr_1_429?dchild=1&qid=1591099869&s=grocery&sr=1-429,Amazon
"Our Organik Tree Ragi/Nachni Atta/Finger Millet Flour, 800 g",340.0,3.0,350.0,4.5,5,https://www.amazon.in/Our-Organik-Tree-Organic-Nachni/dp/B07H3YBC6M/ref=sr_1_432?dchild=1&qid=1591099869&s=grocery&sr=1-432,Amazon
"Food Library The Magic of Nature Japanese Sushi Rice, 400g",250.0,9.0,275.0,4.2,9,https://www.amazon.in/Food-Library-Japanese-Sushi-Rice/dp/B07H5DFD7D/ref=sr_1_433?dchild=1&qid=1591099869&s=grocery&sr=1-433,Amazon
Cook Made Natural SOYA Chunks 1Kg,269.0,9.0,295.0,3.4,7,https://www.amazon.in/COOK-MADE-Chunks-Weight-Yellow/dp/B07FSSNLWG/ref=sr_1_435?dchild=1&qid=1591099869&s=grocery&sr=1-435,Amazon
Zero-G Gluten-free Multi Grain Multi Fibre Flour (1.25 kg Pouch),312.0,20.0,390.0,4.2,27,https://www.amazon.in/Zero-G-SLIMATTA-1-25-Kg-Pouch/dp/B00MVTHLVE/ref=sr_1_436?dchild=1&qid=1591099869&s=grocery&sr=1-436,Amazon
"Our Organik Tree Chawli/Lobhiya/Cowpeas, 450 g",265.0,2.0,270.0,2.0,4,https://www.amazon.in/Our-Organik-Tree-ORGANIC-Lobhiya/dp/B01KC9DR6C/ref=sr_1_437?dchild=1&qid=1591099869&s=grocery&sr=1-437,Amazon
"Naturevibe Botanicals Sattu, 1 kg",260.0,26.0,349.0,3.4,47,https://www.amazon.in/Naturevibe-Botanicals-Sattu-1Kg-Powder/dp/B07RWBWPBV/ref=sr_1_440?dchild=1&qid=1591099869&s=grocery&sr=1-440,Amazon
'Home Made' Rice Flour / Chawal ka Atta 500 gm. Premium Quality. No Additives or Preservatives,89.0,40.0,149.0,4.5,2,https://www.amazon.in/Home-Made-Quality-Additives-Preservatives/dp/B088C4CZBW/ref=sr_1_442?dchild=1&qid=1591099869&s=grocery&sr=1-442,Amazon
"SriSatymev ® Channa Sattu, 1 kg",240.0,43.0,420.0,2.7,27,https://www.amazon.in/Sri-Satymev-Channa-Sattu/dp/B01ITUXJHS/ref=sr_1_443?dchild=1&qid=1591099869&s=grocery&sr=1-443,Amazon
"Dietofy Barley Dalia 1kg, A Healthy Diet Solution",299.0,8.0,325.0,4.0,49,https://www.amazon.in/Dietofy-Barley-Dalia-Healthy-Solution/dp/B07N1DT9FY/ref=sr_1_445?dchild=1&qid=1591099869&s=grocery&sr=1-445,Amazon
"B&B Organics Ragi Flour, 5 kg",744.0,20.0,930.0,4.6,3,https://www.amazon.in/Organics-Ragi-Flour/dp/B01MXKK66X/ref=sr_1_447?dchild=1&qid=1591099869&s=grocery&sr=1-447,Amazon
"SHRILALMAHAL Basmati Rice, Mughlai Golden Sella, 10 Kg",999.0,33.0,1499.0,3.3,16,https://www.amazon.in/SHRILALMAHAL-Basmati-Mughlai-Golden-Sella/dp/B07K1WXL98/ref=sr_1_452?dchild=1&qid=1591099869&s=grocery&sr=1-452,Amazon
AGROPHILIA White Quinoa INSTITUTIONAL Pack 5 Kg,999.0,17.0,1200.0,4.3,45,https://www.amazon.in/AGROPHILIA-White-Quinoa-INSTITUTIONAL-Pack/dp/B07JZ2R94N/ref=sr_1_455?dchild=1&qid=1591099869&s=grocery&sr=1-455,Amazon
Sorich Organics Quinoa Seeds - Protein Rich Superfood - Pack of Two,499.0,50.0,999.0,4.8,28,https://www.amazon.in/Sorich-Organics-Quinoa-Seeds-Superfood/dp/B07Z5SYB52/ref=sr_1_456?dchild=1&qid=1591099869&s=grocery&sr=1-456,Amazon
Indian Delicacies Rajasthani Moth (Mataki) (400g),149.0,17.0,179.0,5.0,3,https://www.amazon.in/Indian-Delicacies-Rajasthani-Moth-Mataki/dp/B07L7FTDXY/ref=sr_1_457?dchild=1&qid=1591099869&s=grocery&sr=1-457,Amazon
Natureland Organics Panchrangi Dal / Mix Dal 500 Gm - Organic Healthy Pulses,101.0,5.0,107.0,4.0,5,https://www.amazon.in/Natureland-Organics-Panchrangi-Dal-Mix/dp/B07W9CY31M/ref=sr_1_458?dchild=1&qid=1591099869&s=grocery&sr=1-458,Amazon
"Dry Fruit Hub Rajma Red 800gms Kidney Beans, Kashmiri Premium Rajma",290.0,28.0,400.0,3.8,9,https://www.amazon.in/Fruit-800gms-Kidney-Kashmiri-Premium/dp/B07T3S14LX/ref=sr_1_461?dchild=1&qid=1591099869&s=grocery&sr=1-461,Amazon
True Elements Gluten Free Quinoa 1kg (Quinoa 500g * 2),419.0,30.0,600.0,4.2,179,https://www.amazon.in/True-Elements-Gluten-Quinoa-500gx2/dp/B01MZ1E030/ref=sr_1_462?dchild=1&qid=1591099869&s=grocery&sr=1-462,Amazon
Goshudh Sharbati Atta Whole Wheat Flour (1Kg),240.0,20.0,299.0,3.4,8,https://www.amazon.in/Goshudh-Sharbati-Whole-Wheat-Flour/dp/B07ZRKLNXX/ref=sr_1_461?dchild=1&qid=1591099869&s=grocery&sr=1-461,Amazon
Kohinoor Super Value Basmati Rice 1 kg (with Free 20% Extra),148.0,10.0,165.0,4.1,236,https://www.amazon.in/Kohinoor-Super-Value-Basmati-Extra/dp/B01MR82VJA/ref=sr_1_462?dchild=1&qid=1591099869&s=pantry&sr=1-462,Amazon
"B&B Organics Idly Rice, 6 kg",845.0,20.0,1056.0,5.0,3,https://www.amazon.in/Organics-Idly-Rice/dp/B01N634TOA/ref=sr_1_463?dchild=1&qid=1591099869&s=grocery&sr=1-463,Amazon
FOODThink Superfine Wheat Bran Roti/Chapati Mix 400g,75.0,6.0,80.0,4.4,27,https://www.amazon.in/FOODThink-Superfine-Wheat-Bran-Chapati/dp/B07259JJ76/ref=sr_1_464?dchild=1&qid=1591099869&s=grocery&sr=1-464,Amazon
"Natureland Organics Moong Sabut/Whole Daal Pouch, 1 kg",190.0,5.0,200.0,1.0,1,https://www.amazon.in/Natureland-Organics-Moong-Sabut-Whole/dp/B07WCBMRZS/ref=sr_1_465?dchild=1&qid=1591099869&s=grocery&sr=1-465,Amazon
"Naturevibe Botanicals SOYA Flour, 1 kg",280.0,15.0,329.0,3.3,12,https://www.amazon.in/Naturevibe-Botanicals-Organic-Source-Protein/dp/B07VBFY9WS/ref=sr_1_466?dchild=1&qid=1591099869&s=grocery&sr=1-466,Amazon
Organic Purify SABUDANA/SAGOO Dana/Tapioca 400GM,199.0,20.0,250.0,4.0,17,https://www.amazon.in/Organic-Purify-SABUDANA-SAGOO-Tapioca/dp/B07MVJH3CC/ref=sr_1_467?dchild=1&qid=1591099869&s=grocery&sr=1-467,Amazon
"Real Basmati, Broken Basmati Rice, 15 kg",950.0,37.0,1500.0,3.1,8,https://www.amazon.in/Real-Basmati-Broken-Rice-15/dp/B07N8RBKYG/ref=sr_1_468?dchild=1&qid=1591099869&s=grocery&sr=1-468,Amazon
MANGAT RAM SAFED Chana Kabuli 1KG,126.0,10.0,140.0,5.0,3,https://www.amazon.in/MANGAT-RAM-SAFED-Chana-Kabuli/dp/B07YQQMC6Z/ref=sr_1_469?dchild=1&qid=1591099869&s=grocery&sr=1-469,Amazon
