Product_Name,Brand,Discounted_Price,Discount,Original_Price,Product_Rating,No_of_ratings,Product_URL,Platform
Markstor Ajwa Al-Saudi Dates,Markstor,1440.0,28.0,2000.0,4.3,162,https://www.flipkart.com/markstor-ajwa-al-saudi-dates/p/itmeywsg6zewruzz?pid=NDFEYSJ56WAEYZD4&lid=LSTNDFEYSJ56WAEYZD4X5SGLG&marketplace=FLIPKART&srno=b_16_612&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.NDFEYSJ56WAEYZD4.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Yuvika Laung - Syzygium aromaticum - Clove (200 GM),Yuvika,349.0,50.0,699.0,4.6,10,https://www.flipkart.com/yuvika-laung-syzygium-aromaticum-clove-200-gm/p/itm3b8fd3d1fd127?pid=SCMFJK7Y4GRDDHFZ&lid=LSTSCMFJK7Y4GRDDHFZX1LYR8&marketplace=FLIPKART&srno=b_16_613&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.SCMFJK7Y4GRDDHFZ.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
cloudem Rose Non Alcoholic Sparkling Drink - Ideal Fest...,cloudem,699.0,30.0,999.0,4.2,17,https://www.flipkart.com/cloudem-rose-non-alcoholic-sparkling-drink-ideal-festival-gift/p/itmc0097c193d197?pid=DAJFKKZSUBABYCZD&lid=LSTDAJFKKZSUBABYCZDZGOCQG&marketplace=FLIPKART&srno=b_16_616&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.DAJFKKZSUBABYCZD.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
MuscleBlaze Biozyme Whey Protein,MuscleBlaze,2199.0,25.0,2949.0,4.4,476,https://www.flipkart.com/muscleblaze-biozyme-whey-protein/p/itm07f4cf0925903?pid=PSLFM7F924WQPJYM&lid=LSTPSLFM7F924WQPJYMJS9IBB&marketplace=FLIPKART&srno=b_16_617&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.PSLFM7F924WQPJYM.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
MuscleBlaze Whey Gold 100% Whey Protein,MuscleBlaze,1749.0,35.0,2699.0,4.2,12053,https://www.flipkart.com/muscleblaze-whey-gold-100-protein/p/itm5197a2a6703c4?pid=PSLFJ3F9RD5SCPBG&lid=LSTPSLFJ3F9RD5SCPBGZNYVZU&marketplace=FLIPKART&srno=b_16_618&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.PSLFJ3F9RD5SCPBG.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Wonderland Foods (Device) Daily Needs Dry Fruits Combo ...,Wonderland,1239.0,30.0,1770.0,4.4,70,https://www.flipkart.com/wonderland-foods-device-daily-needs-dry-fruits-combo-pack-1kg-pistachios-cashews-walnuts-almonds-raisins/p/itmff6z4xpfyzr8t?pid=NDFFF5XZMNMNTQU4&lid=LSTNDFFF5XZMNMNTQU4X8HZPE&marketplace=FLIPKART&srno=b_16_619&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.NDFFF5XZMNMNTQU4.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Alpino Natural Smooth Peanut Butter (Unsweetened) 1 kg,Alpino,359.0,15.0,425.0,4.4,3540,https://www.flipkart.com/alpino-natural-smooth-peanut-butter-unsweetened-1-kg/p/itmf45fusxvyrkvr?pid=JASF2SKYWW8UTYBG&lid=LSTJASF2SKYWW8UTYBG5O5QL9&marketplace=FLIPKART&srno=b_16_621&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.JASF2SKYWW8UTYBG.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
True Elements Roasted Watermelon Seeds,True,119.0,0.0,120.0,4.3,163,https://www.flipkart.com/true-elements-roasted-watermelon-seeds/p/itme6bdf00392fdf?pid=EDSF8YN8KDDFZPFS&lid=LSTEDSF8YN8KDDFZPFSF8G6HT&marketplace=FLIPKART&srno=b_16_623&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.EDSF8YN8KDDFZPFS.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
SUN'A'DO California Almonds - 200g Almonds,SUN'A'DO,339.0,2.0,349.0,4.2,978,https://www.flipkart.com/sun-a-do-california-almonds-200g/p/itmf8qvpkpkakphn?pid=NDFF8QRVUUGR3DHZ&lid=LSTNDFF8QRVUUGR3DHZ24QLXQ&marketplace=FLIPKART&srno=b_16_625&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.NDFF8QRVUUGR3DHZ.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
MuscleBlaze 100% Whey Protein,MuscleBlaze,1099.0,35.0,1699.0,4.2,8348,https://www.flipkart.com/muscleblaze-100-whey-protein/p/itm0d0ab01ba22da?pid=PSLFGGYYVGS9NQF4&lid=LSTPSLFGGYYVGS9NQF4MZAPAU&marketplace=FLIPKART&srno=b_16_626&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.PSLFGGYYVGS9NQF4.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Yuvika Kahu Jeera | Kahoo Jeera - Lactuca Sativa (100 G...,Yuvika,229.0,42.0,399.0,0.0,0,https://www.flipkart.com/yuvika-kahu-jeera-kahoo-lactuca-sativa-100-gm/p/itm1a6499ec44868?pid=SCMFJK5MNA4S8BDJ&lid=LSTSCMFJK5MNA4S8BDJERIRMM&marketplace=FLIPKART&srno=b_16_627&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.SCMFJK5MNA4S8BDJ.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Old ELPaso Taco For Chilli Seasoning Mix Mild 39g,Old,325.0,34.0,499.0,0.0,0,https://www.flipkart.com/old-elpaso-taco-chilli-seasoning-mix-mild-39g/p/itm4ebb0dbf76849?pid=SCMFPSY6PBYGNGKP&lid=LSTSCMFPSY6PBYGNGKPUHUCLR&marketplace=FLIPKART&srno=b_16_628&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.SCMFPSY6PBYGNGKP.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Naturoz California Almonds,Naturoz California,425.0,5.0,450.0,4.3,72,https://www.flipkart.com/naturoz-california-almonds/p/itmf36vfhvuwefg8?pid=NDFF36QE8CKGGYCT&lid=LSTNDFF36QE8CKGGYCTBHNWX6&marketplace=FLIPKART&srno=b_16_629&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.NDFF36QE8CKGGYCT.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Midiron 100 % Natural Premium Raisin Raisins,Midiron,179.0,28.0,249.0,4.6,9,https://www.flipkart.com/midiron-100-natural-premium-raisin-raisins/p/itm2833e94a062ee?pid=NDFFKWHZTMKBGCZC&lid=LSTNDFFKWHZTMKBGCZCU3GW5J&marketplace=FLIPKART&srno=b_16_631&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.NDFFKWHZTMKBGCZC.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Nutrafirst SHILAJIT Capsules - Pack of 1,Nutrafirst,678.0,57.0,1599.0,4.8,28,https://www.flipkart.com/nutrafirst-shilajit-capsules-pack-1/p/itm5b52a4c06e47b?pid=VSLFP96SGF82Z762&lid=LSTVSLFP96SGF82Z762Z4C5NQ&marketplace=FLIPKART&srno=b_16_633&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.VSLFP96SGF82Z762.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Midiron Pumpkin Seed & Raw Sunflower Seed Healthy Pack ...,Midiron,1089.0,9.0,1199.0,4.4,9,https://www.flipkart.com/midiron-pumpkin-seed-raw-sunflower-healthy-pack-1-kg-each/p/itm5ddeae1125fbc?pid=EDSFPJETUXY9JXZZ&lid=LSTEDSFPJETUXY9JXZZ8WMB1Y&marketplace=FLIPKART&srno=b_16_635&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.EDSFPJETUXY9JXZZ.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Wonderland Sliced Cranberries,Wonderland Sliced,226.0,22.0,290.0,4.2,94,https://www.flipkart.com/wonderland-sliced-cranberries/p/itmevdnetm8xz7g2?pid=NDFEVDNE227ZYXRG&lid=LSTNDFEVDNE227ZYXRGORTLGL&marketplace=FLIPKART&srno=b_16_636&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.NDFEVDNE227ZYXRG.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Bliss of Earth 250GM USDA Organic Wheat Grass Powder Fo...,Bliss,450.0,30.0,650.0,4.3,38,https://www.flipkart.com/bliss-earth-250gm-usda-organic-wheat-grass-powder-healthy-life/p/itm7d8a4745c215c?pid=VSLFMGKKAMGY8RV4&lid=LSTVSLFMGKKAMGY8RV4TRPC1O&marketplace=FLIPKART&srno=b_16_637&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.VSLFMGKKAMGY8RV4.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Shara's King Size (W210) Premium Cashew Nuts I Cashews,Shara's,670.0,30.0,970.0,5.0,3,https://www.flipkart.com/shara-s-king-size-w210-premium-cashew-nuts-cashews/p/itm6d78de604bcf6?pid=NDFFJRZSZ5F8KHWN&lid=LSTNDFFJRZSZ5F8KHWNNOFLJ0&marketplace=FLIPKART&srno=b_16_638&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.NDFFJRZSZ5F8KHWN.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Muscletech Cell Tech Performance Series Creatine,Muscletech,3608.0,39.0,6000.0,4.4,130,https://www.flipkart.com/muscletech-cell-tech-performance-series-creatine/p/itmf3kcswgsfxyyq?pid=PSLERPUWBX7HG6ND&lid=LSTPSLERPUWBX7HG6ND39UV6R&marketplace=FLIPKART&srno=b_16_639&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.PSLERPUWBX7HG6ND.SEARCH&ssid=ibxan8dmio0000001591295199317,Flipkart
Shara's W210 King Size Kaju I Cashews,Shara's,390.0,20.0,490.0,0.0,0,https://www.flipkart.com/shara-s-w210-king-size-kaju-cashews/p/itm2b2469ccda76d?pid=NDFFJRQ6NGKJCM7C&lid=LSTNDFFJRQ6NGKJCM7CGXIGD4&marketplace=FLIPKART&srno=b_17_641&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.NDFFJRQ6NGKJCM7C.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
cloudem Bronze Non Alcoholic Sparkling Drink - Ideal Fe...,cloudem,699.0,30.0,999.0,4.2,17,https://www.flipkart.com/cloudem-bronze-non-alcoholic-sparkling-drink-ideal-festival-gift/p/itm6df5e4c7bea96?pid=DAJFKHZUECBFBSGY&lid=LSTDAJFKHZUECBFBSGYUN1CXD&marketplace=FLIPKART&srno=b_17_642&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.DAJFKHZUECBFBSGY.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Optimum Nutrition Serious Mass Weight Gainers/Mass Gain...,Optimum,4959.0,20.0,6199.0,3.9,20192,https://www.flipkart.com/optimum-nutrition-serious-mass-weight-gainers-mass-gainers/p/itmebyx2mdv24kw5?pid=PSLEBYX2SXXZU8AX&lid=LSTPSLEBYX2SXXZU8AXP2TDVA&marketplace=FLIPKART&srno=b_17_643&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.PSLEBYX2SXXZU8AX.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Wonderland Raw Cashews,Wonderland Raw,594.0,25.0,800.0,4.1,837,https://www.flipkart.com/wonderland-raw-cashews/p/itmff28fszwszr8r?pid=NDFFFF4PEN9YW9TE&lid=LSTNDFFFF4PEN9YW9TEC1G740&marketplace=FLIPKART&srno=b_17_645&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.NDFFFF4PEN9YW9TE.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Yuvika Tej Patta Powder - Cinnamomum Tamala - Bay Leave...,Yuvika,229.0,42.0,399.0,0.0,0,https://www.flipkart.com/yuvika-tej-patta-powder-cinnamomum-tamala-bay-leaves-400-gm/p/itm3f6bc6c5df425?pid=SCMFJK7BGYBZ52VP&lid=LSTSCMFJK7BGYBZ52VPB2ND33&marketplace=FLIPKART&srno=b_17_646&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.SCMFJK7BGYBZ52VP.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Protinex Tasty Chocolate Nutrition Drink,Protinex,846.0,10.0,950.0,4.4,2029,https://www.flipkart.com/protinex-tasty-chocolate-nutrition-drink/p/itmf5cqsvprpwe5g?pid=ESRF7XPZEXDNSFXR&lid=LSTESRF7XPZEXDNSFXRPBYKBY&marketplace=FLIPKART&srno=b_17_647&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.ESRF7XPZEXDNSFXR.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Now Foods L-arginine,Now Foods,780.0,29.0,1100.0,4.2,344,https://www.flipkart.com/now-foods-l-arginine/p/itmeujj7xxjvhabh?pid=VSLFYYZYF2XHHRQP&lid=LSTVSLFYYZYF2XHHRQPH1XDZN&marketplace=FLIPKART&srno=b_17_648&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.VSLFYYZYF2XHHRQP.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Nutrovally green coffee Beans Powder for Weight Loss (A...,Nutrovally,349.0,36.0,549.0,3.9,166,https://www.flipkart.com/nutrovally-green-coffee-beans-powder-weight-loss-arabica-grade-instant/p/itmd63bfd8bf4abe?pid=CFEFNH8HCNCCR4YF&lid=LSTCFEFNH8HCNCCR4YFOSU45K&marketplace=FLIPKART&srno=b_17_649&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.CFEFNH8HCNCCR4YF.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
"MuscleBlaze Mini-Protein Bar (10g Protein), 12 Bars (35...",MuscleBlaze,590.0,18.0,720.0,4.1,1938,https://www.flipkart.com/muscleblaze-mini-protein-bar-10g-protein-12-bars-35g-each-protein/p/itmfc8hgfytwkmgd?pid=PSLFC7KCU3GJUVSH&lid=LSTPSLFC7KCU3GJUVSHBZ5NFP&marketplace=FLIPKART&srno=b_17_651&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.PSLFC7KCU3GJUVSH.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Delight Nuts Mixed Nut Roasted & Salted 200g Assorted N...,Delight,387.0,3.0,399.0,4.2,580,https://www.flipkart.com/delight-nuts-mixed-nut-roasted-salted-200g-assorted/p/itmf5j7q5zkthzef?pid=NDFF5J38HQPWGGHB&lid=LSTNDFF5J38HQPWGGHBM7QGZS&marketplace=FLIPKART&srno=b_17_652&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.NDFF5J38HQPWGGHB.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
NutroActive Sweet Basil Seeds,NutroActive,349.0,7.0,378.0,4.4,205,https://www.flipkart.com/nutroactive-sweet-basil-seeds/p/itmf2qgxmtnrqdtc?pid=EDSF2Q6FCYH85ZYW&lid=LSTEDSF2Q6FCYH85ZYWX7PIOZ&marketplace=FLIPKART&srno=b_17_653&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.EDSF2Q6FCYH85ZYW.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
"RBR Premium Mix Spices-Turmeric(Haldi), Coriander(Dhani...",RBR,199.0,39.0,327.0,5.0,2,https://www.flipkart.com/rbr-premium-mix-spices-turmeric-haldi-coriander-dhaniya-cumin-seeds-jeera-100g-each-300g/p/itmfawxnsna5amjp?pid=SCMFAWM9VVZJW3GZ&lid=LSTSCMFAWM9VVZJW3GZPEKB5U&marketplace=FLIPKART&srno=b_17_655&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.SCMFAWM9VVZJW3GZ.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Glomin Makhana (Fox Nuts) Black Pepper,Glomin,305.0,4.0,320.0,0.0,0,https://www.flipkart.com/glomin-makhana-fox-nuts-black-pepper/p/itmb6fac182dba81?pid=SNSFZV42WGSF3JFF&lid=LSTSNSFZV42WGSF3JFFXHHB48&marketplace=FLIPKART&srno=b_17_656&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.SNSFZV42WGSF3JFF.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
"Twinings Green Tea Lemon & Honey Imported 40G Lemon, Ho...",Twinings,599.0,25.0,799.0,4.5,108,https://www.flipkart.com/twinings-green-tea-lemon-honey-imported-40g-lemon-bags-box/p/itmce7be983b2593?pid=TEAFZRRWUBZKUUPA&lid=LSTTEAFZRRWUBZKUUPANGGPR7&marketplace=FLIPKART&srno=b_17_658&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.TEAFZRRWUBZKUUPA.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Soft Art 100% Natural Fresh Dried Ginger Candy (450 Gra...,Soft,432.0,59.0,1078.0,4.8,4,https://www.flipkart.com/soft-art-100-natural-fresh-dried-ginger-candy-450-gram/p/itmfdzxtghmghdy6?pid=NDFFDXFHYGSRS8SG&lid=LSTNDFFDXFHYGSRS8SG03VPW0&marketplace=FLIPKART&srno=b_17_659&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.NDFFDXFHYGSRS8SG.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
"Bliss of Earth 500ML Certified Organic Flaxseed oil, Mu...",Bliss,1026.0,41.0,1750.0,0.0,0,https://www.flipkart.com/bliss-earth-500ml-certified-organic-flaxseed-oil-mustard-sunflower-oil-cooking-plastic-bottle/p/itm53b4f95bf9ceb?pid=EDOFMTPHGAGGYJUZ&lid=LSTEDOFMTPHGAGGYJUZTRMQLN&marketplace=FLIPKART&srno=b_17_661&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.EDOFMTPHGAGGYJUZ.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Gatorade Frost Glacier Freeze Thirst Quencher Powder (I...,Gatorade,1195.0,33.0,1799.0,0.0,0,https://www.flipkart.com/gatorade-frost-glacier-freeze-thirst-quencher-powder-imported-energy-drink/p/itmcea83b5c9eaea?pid=ESRFPFHDGRZ3NZDF&lid=LSTESRFPFHDGRZ3NZDFYK8FV2&marketplace=FLIPKART&srno=b_17_662&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.ESRFPFHDGRZ3NZDF.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Saffola Fittify Gourmet Superfood Moringa Jasmine Green...,Saffola,110.0,50.0,220.0,4.2,1955,https://www.flipkart.com/saffola-fittify-gourmet-superfood-moringa-jasmine-green-tea-box/p/itmfbk5ww7ante9g?pid=TEAFBK5WTRQY4A5W&lid=LSTTEAFBK5WTRQY4A5W4F1JOT&marketplace=FLIPKART&srno=b_17_663&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.TEAFBK5WTRQY4A5W.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Gourmia California Roasted Extra Large Lightly Salted P...,Gourmia,335.0,12.0,385.0,4.5,453,https://www.flipkart.com/gourmia-california-roasted-extra-large-lightly-salted-pistachios/p/itmf7q2tfwmawwzq?pid=NDFF7P9PGDABDU9H&lid=LSTNDFF7P9PGDABDU9H4CEROG&marketplace=FLIPKART&srno=b_17_665&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.NDFF7P9PGDABDU9H.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
TrueBasics Omega-3 Fish Oil,TrueBasics,599.0,33.0,899.0,4.3,776,https://www.flipkart.com/truebasics-omega-3-fish-oil/p/itma8e7d2c3d9c0e?pid=VSLFK8ATAHTFTWKC&lid=LSTVSLFK8ATAHTFTWKCRHPTYT&marketplace=FLIPKART&srno=b_17_667&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.VSLFK8ATAHTFTWKC.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Akiva Superfoods Aloe Vera Health Shots for Naturally H...,Akiva,499.0,16.0,600.0,4.1,299,https://www.flipkart.com/akiva-superfoods-aloe-vera-health-shots-naturally-healthy-skin/p/itmc1eaa5717fab5?pid=DAJFMQY7FSEKJZV9&lid=LSTDAJFMQY7FSEKJZV9AWZBGR&marketplace=FLIPKART&srno=b_17_668&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.DAJFMQY7FSEKJZV9.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Healthkart Apple Cider Vinegar with Mother (Ginger Garl...,Healthkart,470.0,25.0,630.0,4.3,246,https://www.flipkart.com/healthkart-apple-cider-vinegar-mother-ginger-garlic-lemon-honey/p/itm62defc1dd1233?pid=VNGFHXCFNF7DTAZ5&lid=LSTVNGFHXCFNF7DTAZ56GKS7G&marketplace=FLIPKART&srno=b_17_669&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.VNGFHXCFNF7DTAZ5.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Soft Art Amla Organic & Sweet Candy Tasty & Healthy Can...,Soft,422.0,77.0,1880.0,0.0,0,https://www.flipkart.com/soft-art-amla-organic-sweet-candy-tasty-healthy-pack-vacuum/p/itmfb5c08132ea6d?pid=NDFFNHHXPPGFFM4K&lid=LSTNDFFNHHXPPGFFM4KVMAITP&marketplace=FLIPKART&srno=b_17_671&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.NDFFNHHXPPGFFM4K.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
"Midiron Sesame Seed, Organic Sesame Seed/ White Till Ri...",Midiron,235.0,5.0,249.0,4.5,27,https://www.flipkart.com/midiron-sesame-seed-organic-seed-white-till-rich-fiber-200-gm/p/itmb4bc7de8e5f12?pid=EDSFZZ8FKRZEJESG&lid=LSTEDSFZZ8FKRZEJESGWNIYQE&marketplace=FLIPKART&srno=b_17_672&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.EDSFZZ8FKRZEJESG.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
"Midiron Raw Chia seed for Weight Loss, High in Proteins...",Midiron,285.0,18.0,350.0,4.3,319,https://www.flipkart.com/midiron-raw-chia-seed-weight-loss-high-proteins-calcium-250-gm/p/itm4a43185b92d6a?pid=EDSFZP8BJPSSH4DK&lid=LSTEDSFZP8BJPSSH4DK59XC2N&marketplace=FLIPKART&srno=b_17_673&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.EDSFZP8BJPSSH4DK.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Singla Best Quality Kaju katli Box,Singla,680.0,31.0,989.0,4.2,58,https://www.flipkart.com/singla-best-quality-kaju-katli-box/p/itmc3475cb21b37b?pid=SAMFHSFUHJHH3YHN&lid=LSTSAMFHSFUHJHH3YHNXDJDAN&marketplace=FLIPKART&srno=b_17_675&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.SAMFHSFUHJHH3YHN.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
"Herbal Essentials Chia Seeds - Fiber, calcium and Omega...",Herbal,169.0,43.0,299.0,4.3,67,https://www.flipkart.com/herbal-essentials-chia-seeds-fiber-calcium-omega-3-rich-super-food-100g-pack/p/itm1bf063cafe124?pid=EDSFHJ9T4STWRNZP&lid=LSTEDSFHJ9T4STWRNZPML9LTM&marketplace=FLIPKART&srno=b_17_676&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.EDSFHJ9T4STWRNZP.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Farm Naturelle .Organic Virgin Cold Pressed Groundnut/P...,Farm,2068.0,3.0,2154.0,5.0,9,https://www.flipkart.com/farm-naturelle-organic-virgin-cold-pressed-groundnut-peanut-oil-pack-6-915-ml-each-groundnut-plastic-bottle/p/itmf4fhhaxx8cdtv?pid=EDOF4FDSXHYGGHYS&lid=LSTEDOF4FDSXHYGGHYSVQ11KU&marketplace=FLIPKART&srno=b_17_677&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.EDOF4FDSXHYGGHYS.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
"Happilo Premium American Dried Whole Duet Blueberry, Cr...",Happilo,328.0,13.0,380.0,4.2,485,https://www.flipkart.com/happilo-premium-american-dried-whole-duet-blueberry-cranberries/p/itmf4n9pky97msvw?pid=NDFF4N9PFT7XAAZM&lid=LSTNDFF4N9PFT7XAAZMEYR1GS&marketplace=FLIPKART&srno=b_17_678&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.NDFF4N9PFT7XAAZM.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
"Naturewell Combo pack of Chia Seeds , Sunflower Seeds ,...",Naturewell,295.0,67.0,897.0,4.5,4,https://www.flipkart.com/naturewell-combo-pack-chia-seeds-sunflower-pumpkin-100-gram-each-pack-raw/p/itm670b08b74a49c?pid=EDSFPFPKHT9EJKCJ&lid=LSTEDSFPFPKHT9EJKCJPVT11U&marketplace=FLIPKART&srno=b_17_679&otracker=browse&fm=organic&iid=a40856a5-e46f-4e2e-8a2e-ab022856117c.EDSFPFPKHT9EJKCJ.SEARCH&ssid=2w74sbdtz40000001591295211634,Flipkart
Labrada Muscle Weight Gainers/Mass Gainers,Labrada,3718.0,36.0,5899.0,4.1,1892,https://www.flipkart.com/labrada-muscle-weight-gainers-mass-gainers/p/itmfag5mjh8sw8gg?pid=PSLFAG5MGTP8ZGYZ&lid=LSTPSLFAG5MGTP8ZGYZGEGQAS&marketplace=FLIPKART&srno=b_18_682&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.PSLFAG5MGTP8ZGYZ.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Mr.Kool Tea & Coffee Creamer _1 kg Milk Substitutes Pow...,Mr.Kool,499.0,28.0,700.0,4.5,4,https://www.flipkart.com/mr-kool-tea-coffee-creamer-1-kg-milk-substitutes-powder/p/itmd5005e42741ac?pid=MPWFMCZQ2CB7ZVCZ&lid=LSTMPWFMCZQ2CB7ZVCZEJC91H&marketplace=FLIPKART&srno=b_18_685&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.MPWFMCZQ2CB7ZVCZ.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
