Product_Name,Brand,Discounted_Price,Discount,Original_Price,Product_Rating,No_of_ratings,Product_URL,Platform
Nourishyou Organic Quinoa - 500 Grams (Value Pack Of 3),Nourishyou,737.0,15.0,867.0,4.3,72,https://www.amazon.in/Nourishyou-Organic-Quinoa-Grams-Value/dp/B01ISQSU90/ref=sr_1_373?dchild=1&qid=1591099869&s=grocery&sr=1-373,Amazon
LAL. QILLA Traditional Basmati Rice 5 Kg,LAL.,999.0,4.0,1040.0,3.8,53,https://www.amazon.in/LAL-QILLA-Traditional-Basmati-Rice/dp/B078SX55F5/ref=sr_1_379?dchild=1&qid=1591099869&s=grocery&sr=1-379,Amazon
Marwar Organic Roasted Channa Dal (Gram) 400 Grams,Marwar,98.0,1.0,99.0,5.0,2,https://www.amazon.in/Marwar-Organic-Roasted-Channa-Grams/dp/B082R9C584/ref=sr_1_382?dchild=1&qid=1591099869&s=grocery&sr=1-382,Amazon
MUKESH FLOUR MILL Cornflour (Makke ka aata) 500g,MUKESH,110.0,45.0,200.0,5.0,1,https://www.amazon.in/Cornflour-Makke-ka-aata-500g/dp/B07RMY1WC1/ref=sr_1_386?dchild=1&qid=1591099869&s=grocery&sr=1-386,Amazon
ELWORLD AGRO & ORGANIC FOOD PRODUCTS White Rice Poha (500g) - Pack of 2,ELWORLD,201.0,3.0,208.0,3.9,51,https://www.amazon.in/ELWORLD-AGRO-ORGANIC-FOOD-PRODUCTS/dp/B072C5XTRD/ref=sr_1_388?dchild=1&qid=1591099869&s=grocery&sr=1-388,Amazon
Angkor Wat Thai HOM Mali Jasmine Rice,Angkor,700.0,14.0,810.0,3.8,13,https://www.amazon.in/Angkor-Wat-Thai-Mali-Jasmine/dp/B07LBW3JG4/ref=sr_1_391?dchild=1&qid=1591099869&s=grocery&sr=1-391,Amazon
"B&B Organics Mixed Millet Combo of 4 (Little, Kodo, Foxtail & Barnyand Millet) -Each 500 Grams",B&B,405.0,20.0,506.0,3.5,5,https://www.amazon.in/Organics-Millet-Little-Foxtail-Barnyand/dp/B07QKY8LBV/ref=sr_1_392?dchild=1&qid=1591099869&s=grocery&sr=1-392,Amazon
"True Elements Quinoa, Gluten Free Wholegrain Quinoa 2kg",True,769.0,30.0,1100.0,4.2,14,https://www.amazon.in/True-Elements-Quinoa-Gluten-Wholegrain/dp/B07XV6PBHF/ref=sr_1_394?dchild=1&qid=1591099869&s=grocery&sr=1-394,Amazon
"SHRILALMAHAL Basmati Rice, Mogra 3, 10 Kg",SHRILALMAHAL,759.0,21.0,960.0,2.4,28,https://www.amazon.in/SHRILALMAHAL-Basmati-Rice-Mogra-10/dp/B07JQJ69YQ/ref=sr_1_395?dchild=1&qid=1591099869&s=grocery&sr=1-395,Amazon
Wheafree Gluten Free Flour (5kg) Certified Gluten Free,Wheafree,649.0,0.0,650.0,3.7,69,https://www.amazon.in/Wheafree-Gluten-Less-Flour-5kg/dp/B01N0F9SDJ/ref=sr_1_397?dchild=1&qid=1591099869&s=grocery&sr=1-397,Amazon
Zero-G Rite Flour - 1.25kg,Zero-G,140.0,13.0,160.0,4.0,59,https://www.amazon.in/Zero-G-Zero-G2-Rite-Flour-1-25kg/dp/B00MVTHFRE/ref=sr_1_398?dchild=1&qid=1591099869&s=grocery&sr=1-398,Amazon
Organic Purify BUCKWHEAT Seeds|Gluten Free BUCKWHEAT Groats|KUTTU (900GM),Organic,299.0,25.0,400.0,3.8,7,https://www.amazon.in/Organic-Purify-BUCKWHEAT-Gluten-Groats/dp/B07Q3647FJ/ref=sr_1_399?dchild=1&qid=1591099869&s=grocery&sr=1-399,Amazon
"AEROPLANE 1121 Steam Extra Long Grain Basmati Rice Pouch, 5 kg",AEROPLANE,699.0,18.0,850.0,3.4,56,https://www.amazon.in/Aeroplane-Steem-Extra-Grain-Basmati/dp/B012ZHLYXW/ref=sr_1_403?dchild=1&qid=1591099869&s=grocery&sr=1-403,Amazon
NatureVit Jau - 400 Grams | Raw Barley Seeds (Premium Quality),NatureVit,149.0,26.0,200.0,3.9,23,https://www.amazon.in/NatureVit-Jau-Barley-Premium-Quality/dp/B07DY74ZYS/ref=sr_1_405?dchild=1&qid=1591099869&s=grocery&sr=1-405,Amazon
Forgotten Foods - Healthy Organic Kodo Millet - 900 G,Forgotten,150.0,6.0,160.0,5.0,1,https://www.amazon.in/Forgotten-Foods-Healthy-Organic-Millet/dp/B075V6DBB4/ref=sr_1_407?dchild=1&qid=1591099869&s=grocery&sr=1-407,Amazon
"B&B Organics White Sorghum Flour Jowar, 1 kg",B&B,231.0,20.0,289.0,5.0,2,https://www.amazon.in/Organics-White-Sorghum-Flour-Jowar/dp/B07P6YR755/ref=sr_1_409?dchild=1&qid=1591099869&s=grocery&sr=1-409,Amazon
"Kohinoor Extra Long Bamati Rice, 1kg",Kohinoor,185.0,11.0,209.0,3.3,6,https://www.amazon.in/Kohinoor-Extra-Long-Bamati-Rice/dp/B01CHUQTT6/ref=sr_1_410?dchild=1&qid=1591099869&s=pantry&sr=1-410,Amazon
"Arya Farm Certified Organic Tur Dal Red Gram / Toor / Arhar / Tuvar /Pigeon Pea , 1 Kg ( Pack of 2 )",Arya,379.0,5.0,398.0,4.2,8,https://www.amazon.in/Arya-Farm-Certified-Pesticides-Preservatives/dp/B079J5SXZS/ref=sr_1_411?dchild=1&qid=1591099869&s=grocery&sr=1-411,Amazon
"Ogranny Farm Products Mixed Millets Combo Pack of 5 (Kodo Millet 500g, Proso Millet 500g, Little Millet 500g, Foxtail Millet 500g & Barnyard Millet 500g)",Ogranny,345.0,31.0,500.0,2.4,6,https://www.amazon.in/Ogranny-Farm-Products-Millets-Barnyard/dp/B07QGH46RY/ref=sr_1_412?dchild=1&qid=1591099869&s=grocery&sr=1-412,Amazon
Natureland Organics Chana Whole 1 Kg - Organic Healthy Pulses,Natureland,144.0,5.0,152.0,5.0,6,https://www.amazon.in/Natureland-Organics-Chana-Whole-Kg/dp/B07W85FZ34/ref=sr_1_413?dchild=1&qid=1591099869&s=grocery&sr=1-413,Amazon
TWF Organic Indie Wheat Flour with No Bleach and Preservative (5kg),TWF,699.0,13.0,799.0,4.0,47,https://www.amazon.in/TWF-Organic-Indie-Bleach-Preservative/dp/B084P36C3B/ref=sr_1_414?dchild=1&qid=1591099869&s=grocery&sr=1-414,Amazon
Indiana Sabudana (Sago/Tapioca) - 250gm,Indiana,120.0,33.0,180.0,4.2,7,https://www.amazon.in/Indiana-Sabudana-Sago-Tapioca-250gm/dp/B07VK3SH2K/ref=sr_1_412?dchild=1&qid=1591099869&s=grocery&sr=1-412,Amazon
"Urban Platter Barley Flour, 1Kg / 35.2oz [All Natural, Gluten-Free, Fiber-Rich]",Urban,295.0,2.0,300.0,3.7,70,https://www.amazon.in/Urban-Platter-Barley-Flour-900g/dp/B018NDNIO0/ref=sr_1_413?dchild=1&qid=1591099869&s=grocery&sr=1-413,Amazon
Ronak Raunak Unpolished Kali Urad Whole/Sabut Dal (Black) 1 Kg,Ronak,150.0,21.0,189.0,4.0,1,https://www.amazon.in/Ronak-Raunak-Unpolished-Whole-Sabut/dp/B0851WHKTR/ref=sr_1_416?dchild=1&qid=1591099869&s=grocery&sr=1-416,Amazon
Organic Purify SOYA WADI Chunks(SOYA Chunks) 400GM,Organic,249.0,17.0,300.0,4.1,5,https://www.amazon.in/Organic-Purify-SOYA-Chunks-400GM/dp/B07RJRRF4Z/ref=sr_1_418?dchild=1&qid=1591099869&s=grocery&sr=1-418,Amazon
Bague Premium Quality Pure Organic Ragi Atta / Finger Millet Flour 500grams,Bague,140.0,22.0,180.0,1.0,3,https://www.amazon.in/Premium-Quality-Organic-Finger-500grams/dp/B07ZBYYWW8/ref=sr_1_422?dchild=1&qid=1591099869&s=grocery&sr=1-422,Amazon
"Organic Tattva Sona Masuri Hand Pounded, 5kg",Organic,441.0,16.0,525.0,3.4,26,https://www.amazon.in/Organic-Tattva-Sona-Masuri-Pounded/dp/B00M57SW6K/ref=sr_1_423?dchild=1&qid=1591099869&s=grocery&sr=1-423,Amazon
Mangat Ram Rajma Chitra 1kg,Mangat,175.0,10.0,194.0,4.4,18,https://www.amazon.in/Mangatram-Rajma-Chitra-Pack-5/dp/B015E1CNQI/ref=sr_1_427?dchild=1&qid=1591099869&s=grocery&sr=1-427,Amazon
Kitchen Champion Classic Basmati Rice 10KG,Kitchen,950.0,24.0,1250.0,5.0,5,https://www.amazon.in/Kitchen-Champion-Classic-Basmati-Rice/dp/B07JQHJR7K/ref=sr_1_429?dchild=1&qid=1591099869&s=grocery&sr=1-429,Amazon
"Our Organik Tree Ragi/Nachni Atta/Finger Millet Flour, 800 g",Our,340.0,3.0,350.0,4.5,5,https://www.amazon.in/Our-Organik-Tree-Organic-Nachni/dp/B07H3YBC6M/ref=sr_1_432?dchild=1&qid=1591099869&s=grocery&sr=1-432,Amazon
"Food Library The Magic of Nature Japanese Sushi Rice, 400g",Food,250.0,9.0,275.0,4.2,9,https://www.amazon.in/Food-Library-Japanese-Sushi-Rice/dp/B07H5DFD7D/ref=sr_1_433?dchild=1&qid=1591099869&s=grocery&sr=1-433,Amazon
Cook Made Natural SOYA Chunks 1Kg,Cook,269.0,9.0,295.0,3.4,7,https://www.amazon.in/COOK-MADE-Chunks-Weight-Yellow/dp/B07FSSNLWG/ref=sr_1_435?dchild=1&qid=1591099869&s=grocery&sr=1-435,Amazon
Zero-G Gluten-free Multi Grain Multi Fibre Flour (1.25 kg Pouch),Zero-G,312.0,20.0,390.0,4.2,27,https://www.amazon.in/Zero-G-SLIMATTA-1-25-Kg-Pouch/dp/B00MVTHLVE/ref=sr_1_436?dchild=1&qid=1591099869&s=grocery&sr=1-436,Amazon
"Our Organik Tree Chawli/Lobhiya/Cowpeas, 450 g",Our,265.0,2.0,270.0,2.0,4,https://www.amazon.in/Our-Organik-Tree-ORGANIC-Lobhiya/dp/B01KC9DR6C/ref=sr_1_437?dchild=1&qid=1591099869&s=grocery&sr=1-437,Amazon
"Naturevibe Botanicals Sattu, 1 kg",Naturevibe,260.0,26.0,349.0,3.4,47,https://www.amazon.in/Naturevibe-Botanicals-Sattu-1Kg-Powder/dp/B07RWBWPBV/ref=sr_1_440?dchild=1&qid=1591099869&s=grocery&sr=1-440,Amazon
'Home Made' Rice Flour / Chawal ka Atta 500 gm. Premium Quality. No Additives or Preservatives,'Home,89.0,40.0,149.0,4.5,2,https://www.amazon.in/Home-Made-Quality-Additives-Preservatives/dp/B088C4CZBW/ref=sr_1_442?dchild=1&qid=1591099869&s=grocery&sr=1-442,Amazon
"SriSatymev ® Channa Sattu, 1 kg",SriSatymev,240.0,43.0,420.0,2.7,27,https://www.amazon.in/Sri-Satymev-Channa-Sattu/dp/B01ITUXJHS/ref=sr_1_443?dchild=1&qid=1591099869&s=grocery&sr=1-443,Amazon
"Dietofy Barley Dalia 1kg, A Healthy Diet Solution",Dietofy,299.0,8.0,325.0,4.0,49,https://www.amazon.in/Dietofy-Barley-Dalia-Healthy-Solution/dp/B07N1DT9FY/ref=sr_1_445?dchild=1&qid=1591099869&s=grocery&sr=1-445,Amazon
"B&B Organics Ragi Flour, 5 kg",B&B,744.0,20.0,930.0,4.6,3,https://www.amazon.in/Organics-Ragi-Flour/dp/B01MXKK66X/ref=sr_1_447?dchild=1&qid=1591099869&s=grocery&sr=1-447,Amazon
"SHRILALMAHAL Basmati Rice, Mughlai Golden Sella, 10 Kg",SHRILALMAHAL,999.0,33.0,1499.0,3.3,16,https://www.amazon.in/SHRILALMAHAL-Basmati-Mughlai-Golden-Sella/dp/B07K1WXL98/ref=sr_1_452?dchild=1&qid=1591099869&s=grocery&sr=1-452,Amazon
AGROPHILIA White Quinoa INSTITUTIONAL Pack 5 Kg,AGROPHILIA,999.0,17.0,1200.0,4.3,45,https://www.amazon.in/AGROPHILIA-White-Quinoa-INSTITUTIONAL-Pack/dp/B07JZ2R94N/ref=sr_1_455?dchild=1&qid=1591099869&s=grocery&sr=1-455,Amazon
Sorich Organics Quinoa Seeds - Protein Rich Superfood - Pack of Two,Sorich,499.0,50.0,999.0,4.8,28,https://www.amazon.in/Sorich-Organics-Quinoa-Seeds-Superfood/dp/B07Z5SYB52/ref=sr_1_456?dchild=1&qid=1591099869&s=grocery&sr=1-456,Amazon
Indian Delicacies Rajasthani Moth (Mataki) (400g),Indian,149.0,17.0,179.0,5.0,3,https://www.amazon.in/Indian-Delicacies-Rajasthani-Moth-Mataki/dp/B07L7FTDXY/ref=sr_1_457?dchild=1&qid=1591099869&s=grocery&sr=1-457,Amazon
Natureland Organics Panchrangi Dal / Mix Dal 500 Gm - Organic Healthy Pulses,Natureland,101.0,5.0,107.0,4.0,5,https://www.amazon.in/Natureland-Organics-Panchrangi-Dal-Mix/dp/B07W9CY31M/ref=sr_1_458?dchild=1&qid=1591099869&s=grocery&sr=1-458,Amazon
"Dry Fruit Hub Rajma Red 800gms Kidney Beans, Kashmiri Premium Rajma",Dry,290.0,28.0,400.0,3.8,9,https://www.amazon.in/Fruit-800gms-Kidney-Kashmiri-Premium/dp/B07T3S14LX/ref=sr_1_461?dchild=1&qid=1591099869&s=grocery&sr=1-461,Amazon
True Elements Gluten Free Quinoa 1kg (Quinoa 500g * 2),True,419.0,30.0,600.0,4.2,179,https://www.amazon.in/True-Elements-Gluten-Quinoa-500gx2/dp/B01MZ1E030/ref=sr_1_462?dchild=1&qid=1591099869&s=grocery&sr=1-462,Amazon
Goshudh Sharbati Atta Whole Wheat Flour (1Kg),Goshudh,240.0,20.0,299.0,3.4,8,https://www.amazon.in/Goshudh-Sharbati-Whole-Wheat-Flour/dp/B07ZRKLNXX/ref=sr_1_461?dchild=1&qid=1591099869&s=grocery&sr=1-461,Amazon
Kohinoor Super Value Basmati Rice 1 kg (with Free 20% Extra),Kohinoor,148.0,10.0,165.0,4.1,236,https://www.amazon.in/Kohinoor-Super-Value-Basmati-Extra/dp/B01MR82VJA/ref=sr_1_462?dchild=1&qid=1591099869&s=pantry&sr=1-462,Amazon
"B&B Organics Idly Rice, 6 kg",B&B,845.0,20.0,1056.0,5.0,3,https://www.amazon.in/Organics-Idly-Rice/dp/B01N634TOA/ref=sr_1_463?dchild=1&qid=1591099869&s=grocery&sr=1-463,Amazon
FOODThink Superfine Wheat Bran Roti/Chapati Mix 400g,FOODThink,75.0,6.0,80.0,4.4,27,https://www.amazon.in/FOODThink-Superfine-Wheat-Bran-Chapati/dp/B07259JJ76/ref=sr_1_464?dchild=1&qid=1591099869&s=grocery&sr=1-464,Amazon
"Natureland Organics Moong Sabut/Whole Daal Pouch, 1 kg",Natureland,190.0,5.0,200.0,1.0,1,https://www.amazon.in/Natureland-Organics-Moong-Sabut-Whole/dp/B07WCBMRZS/ref=sr_1_465?dchild=1&qid=1591099869&s=grocery&sr=1-465,Amazon
"Naturevibe Botanicals SOYA Flour, 1 kg",Naturevibe,280.0,15.0,329.0,3.3,12,https://www.amazon.in/Naturevibe-Botanicals-Organic-Source-Protein/dp/B07VBFY9WS/ref=sr_1_466?dchild=1&qid=1591099869&s=grocery&sr=1-466,Amazon
Organic Purify SABUDANA/SAGOO Dana/Tapioca 400GM,Organic,199.0,20.0,250.0,4.0,17,https://www.amazon.in/Organic-Purify-SABUDANA-SAGOO-Tapioca/dp/B07MVJH3CC/ref=sr_1_467?dchild=1&qid=1591099869&s=grocery&sr=1-467,Amazon
"Real Basmati, Broken Basmati Rice, 15 kg",Real,950.0,37.0,1500.0,3.1,8,https://www.amazon.in/Real-Basmati-Broken-Rice-15/dp/B07N8RBKYG/ref=sr_1_468?dchild=1&qid=1591099869&s=grocery&sr=1-468,Amazon
MANGAT RAM SAFED Chana Kabuli 1KG,MANGAT,126.0,10.0,140.0,5.0,3,https://www.amazon.in/MANGAT-RAM-SAFED-Chana-Kabuli/dp/B07YQQMC6Z/ref=sr_1_469?dchild=1&qid=1591099869&s=grocery&sr=1-469,Amazon
"Tohfa Mangatram Masoor Sabut, Small, 1 Kg",Tohfa,125.0,10.0,139.0,4.6,3,https://www.amazon.in/Mangatram-Masoor-Sabut-Small-1kg/dp/B07MB2786C/ref=sr_1_471?dchild=1&qid=1591099869&s=grocery&sr=1-471,Amazon
Kitchenwale Kabuli Chana/White Chole (500g),Kitchenwale,75.0,58.0,180.0,3.4,3,https://www.amazon.in/Kitchenwale-Kabuli-Chana-White-Chole/dp/B07SYYJ6LD/ref=sr_1_476?dchild=1&qid=1591099869&s=grocery&sr=1-476,Amazon
Dr Gluten Gold Flour Atta (1 Kg),Dr,139.0,1.0,140.0,4.2,45,https://www.amazon.in/Dr-Gluten-Gold-Flour-Atta/dp/B01N2I8UAZ/ref=sr_1_477?dchild=1&qid=1591099869&s=grocery&sr=1-477,Amazon
"B&B Organics Finger Millet Ragi, 1 kg",B&B,203.0,20.0,254.0,3.6,9,https://www.amazon.in/Organics-Finger-Millet-Ragi-1kg/dp/B07D8YYTXV/ref=sr_1_478?dchild=1&qid=1591099869&s=grocery&sr=1-478,Amazon
"Tathastu Barley Jau Sattu, 500g",Tathastu,185.0,10.0,205.0,3.6,10,https://www.amazon.in/Tathastu-Barley-Jau-Sattu-500g/dp/B06XWCPKHH/ref=sr_1_479?dchild=1&qid=1591099869&s=grocery&sr=1-479,Amazon
"Royal Umbrella 100% Pure Thai Jasmine Rice, 5Kg",Royal,1490.0,10.0,1650.0,5.0,1,https://www.amazon.in/Royal-Umbrella-100-Pure-Jasmine/dp/B07ZKQCDND/ref=sr_1_481?dchild=1&qid=1591099869&s=grocery&sr=1-481,Amazon
"Jivabhumi Organic Jowar Flour, 2 kg",Jivabhumi,299.0,8.0,325.0,3.9,7,https://www.amazon.in/Jivabhumi-Organic-Jowar-Flour/dp/B07HTCQPX7/ref=sr_1_482?dchild=1&qid=1591099869&s=grocery&sr=1-482,Amazon
"ASHOKA Sattu, 200 Grams (Pack of 2)",ASHOKA,239.0,29.0,339.0,5.0,1,https://www.amazon.in/Ashoka-Sattu-200-Grams-Pack/dp/B077YBPRXN/ref=sr_1_483?dchild=1&qid=1591099869&s=grocery&sr=1-483,Amazon
Zero-G Gluten-Free Chickpea Flour (Besan) - 500 g Pouch,Zero-G,121.0,10.0,135.0,4.3,10,https://www.amazon.in/Zero-G-Gluten-Free-Chickpea-Flour-Besan/dp/B07TX9FB8S/ref=sr_1_484?dchild=1&qid=1591099869&s=grocery&sr=1-484,Amazon
Dr Gluten Gluten Free Multigrain Gold Flour Atta (2 KG) (Certified Gluten Free),Dr,279.0,0.0,280.0,3.7,22,https://www.amazon.in/Dr-Gluten-Free-Flour-Certified/dp/B07XF4VT4G/ref=sr_1_485?dchild=1&qid=1591099869&s=grocery&sr=1-485,Amazon
Ciba Evergreen Masoor Black Dal 500gm (Unpolished Pulses),Ciba,59.0,24.0,78.0,5.0,3,https://www.amazon.in/Ciba-Masoor-Black-500-GR/dp/B01J3P5DJA/ref=sr_1_486?dchild=1&qid=1591099869&s=grocery&sr=1-486,Amazon
Good Life Toor Dal 1 kg,Good,108.0,21.0,137.0,0.0,0,https://www.jiomart.com/good-life-toor-dal-1-kg-491187264,Jiomart
Good Life Rice Bran Oil 1 Ltr,Good,99.0,21.0,125.0,0.0,0,https://www.jiomart.com/good-life-rice-bran-oil-1-ltr-491472706,Jiomart
Good Life Urad Dal 500 g,Good,70.0,12.0,80.0,0.0,0,https://www.jiomart.com/good-life-urad-dal-500-g-491187306,Jiomart
Good Life Jeerasar Rice 1 kg,Good,49.0,17.0,59.0,0.0,0,https://www.jiomart.com/good-life-jeerasar-rice-1-kg-491185259,Jiomart
India Gate Basmati Rice Rozana 5 Kg,India,389.0,22.0,500.0,0.0,0,https://www.jiomart.com/india-gate-basmati-rice-rozana-5-kg-490427669,Jiomart
Suhana Ambari Mirchi Powder 100 g,Suhana,39.99,7.0,43.0,0.0,0,https://www.jiomart.com/suhana-ambari-mirchi-powder-100-g-490017818,Jiomart
Loose Chana Dal 1 kg,Loose,61.0,10.0,68.0,0.0,0,https://www.jiomart.com/loose-chana-dal-1-kg-490155015,Jiomart
Best Farm Maize Popcorn Kernels 500 g,Best,55.8,7.0,60.0,0.0,0,https://www.jiomart.com/best-farm-maize-popcorn-kernels-500-g-491185269,Jiomart
Fortune Jubilee Regular Long Grain Rice 1 kg,Fortune,43.0,71.0,150.0,0.0,0,https://www.jiomart.com/fortune-jubilee-regular-long-grain-rice-1-kg-491215475,Jiomart
Loose Moong Dal 1 kg,Loose,130.0,2.0,132.0,0.0,0,https://www.jiomart.com/loose-moong-dal-1-kg-490155010,Jiomart
Good Life Thick Poha / Aval 500 g,Good,23.0,18.0,28.0,0.0,0,https://www.jiomart.com/good-life-thick-poha-aval-500-g-491185265,Jiomart
Kohinoor Charminar Rozana Rice 5 Kg,Kohinoor,279.0,46.0,515.0,0.0,0,https://www.jiomart.com/kohinoor-charminar-rozana-rice-5-kg-490784891,Jiomart
Date Crown Fard Dates 500 g,Date,186.0,17.0,225.0,0.0,0,https://www.jiomart.com/date-crown-fard-dates-500-g-490479104,Jiomart
Gulab Filtered Groundnut Oil 5 L (Jar),Gulab,899.0,11.0,1007.0,0.0,0,https://www.jiomart.com/gulab-filtered-groundnut-oil-5-l-jar-490022513,Jiomart
Good Life Tibar Basmati Rice 1Kg,Good,69.0,30.0,99.0,0.0,0,https://www.jiomart.com/good-life-tibar-basmati-rice-1kg-491539467,Jiomart
Good Life Sugar M 1 Kg,Good,45.0,13.0,52.0,0.0,0,https://www.jiomart.com/good-life-sugar-m-1-kg-491551493,Jiomart
Good Life Sugar M 5 kg,Good,209.0,20.0,260.0,0.0,0,https://www.jiomart.com/good-life-sugar-m-5-kg-491551495,Jiomart
Good Life Raw Peanuts 500 g,Good,83.0,17.0,100.0,0.0,0,https://www.jiomart.com/good-life-raw-peanuts-500-g-491278616,Jiomart
Pick N Cook Maha Toor Dal 1 kg,Pick,120.0,17.0,144.0,0.0,0,https://www.jiomart.com/pick-n-cook-maha-toor-dal-1-kg-490555247,Jiomart
Good Life Surti Kolam Rice 1 kg,Good,62.0,17.0,75.0,0.0,0,https://www.jiomart.com/good-life-surti-kolam-rice-1-kg-491278621,Jiomart
Trust Classic Sulphurless Sugar 1 kg,Trust,46.0,29.0,65.0,0.0,0,https://www.jiomart.com/trust-classic-sulphurless-sugar-1-kg-490768919,Jiomart
Laxmi Poha 1 kg,Laxmi,53.0,18.0,65.0,0.0,0,https://www.jiomart.com/laxmi-poha-1-kg-491253022,Jiomart
Plain Toor Dal 2 kg,Plain,190.0,32.0,280.0,0.0,0,https://www.jiomart.com/plain-toor-dal-2-kg-491417390,Jiomart
Healthy Heart Refined Rice Bran Oil 1 L,Healthy,102.0,11.0,115.0,0.0,0,https://www.jiomart.com/healthy-heart-refined-rice-bran-oil-1-l-490517425,Jiomart
Aashirvaad Whole Wheat Atta 5 Kg,Aashirvaad,210.0,14.0,245.0,0.0,0,https://www.jiomart.com/aashirvaad-whole-wheat-atta-5-kg-490000038,Jiomart
India Gate Classic Basmati Rice 1 Kg,India,189.0,12.0,216.0,0.0,0,https://www.jiomart.com/india-gate-classic-basmati-rice-1-kg-490008230,Jiomart
Good Life Jeera 100 g,Good,30.0,50.0,60.0,0.0,0,https://www.jiomart.com/good-life-jeera-100-g-491185109,Jiomart
Aashirvaad Whole Wheat Atta 1 kg,Aashirvaad,48.36,7.0,52.0,0.0,0,https://www.jiomart.com/aashirvaad-whole-wheat-atta-1-kg-490000032,Jiomart
Good Life MP Wheat Chakki Atta 1 kg,Good,39.0,22.0,50.0,0.0,0,https://www.jiomart.com/good-life-mp-wheat-chakki-atta-1-kg-491458271,Jiomart
Good Life Green Cardamom 25 g,Good,147.87,7.0,159.0,0.0,0,https://www.jiomart.com/good-life-green-cardamom-25-g-491185105,Jiomart
Loose Sugar M 1 Kg,Loose,39.0,9.0,43.0,0.0,0,https://www.jiomart.com/loose-sugar-m-1-kg-490176160,Jiomart
Pick N Cook Masoor Dal 500 g,Pick,63.0,10.0,70.0,0.0,0,https://www.jiomart.com/pick-n-cook-masoor-dal-500-g-490398115,Jiomart
Sunny Sunlite Refined Sunflower Oil 1 L (Pouch),Sunny,99.0,14.0,115.0,0.0,0,https://www.jiomart.com/sunny-sunlite-refined-sunflower-oil-1-l-pouch-491091676,Jiomart
Aashirvaad Whole Wheat Atta 10 Kg,Aashirvaad,385.0,14.0,450.0,0.0,0,https://www.jiomart.com/aashirvaad-whole-wheat-atta-10-kg-490000041,Jiomart
Saffola Gold Edible Vegetable Blended Oil 5 L (Jar),Saffola,765.0,7.0,825.0,0.0,0,https://www.jiomart.com/saffola-gold-edible-vegetable-blended-oil-5-l-jar-490005648,Jiomart
Loose HMT Kolam Rice 1 Kg,Loose,43.0,9.0,47.0,0.0,0,https://www.jiomart.com/loose-hmt-kolam-rice-1-kg-490201489,Jiomart
Loose Pulav Rice Standard 1 Kg,Loose,54.0,0.0,54.0,0.0,0,https://www.jiomart.com/loose-pulav-rice-standard-1-kg-490201503,Jiomart
Shree Jeera 100 g,Shree,43.71,7.0,47.0,0.0,0,https://www.jiomart.com/shree-jeera-100-g-490011037,Jiomart
Good Life MP Wheat Chakki Atta 10 kg,Good,325.0,19.0,400.0,0.0,0,https://www.jiomart.com/good-life-mp-wheat-chakki-atta-10-kg-491458273,Jiomart
Tez Kachi Ghani Mustard Oil 1 L (Bottle),Tez,139.5,7.0,150.0,0.0,0,https://www.jiomart.com/tez-kachi-ghani-mustard-oil-1-l-bottle-490006686,Jiomart
Priya Refined Sunflower Oil 1 L (Pouch),Priya,94.0,18.0,115.0,0.0,0,https://www.jiomart.com/priya-refined-sunflower-oil-1-l-pouch-491278308,Jiomart
Good Life Refined Sunflower Oil 1 L (Pouch),Good,101.0,12.0,115.0,0.0,0,https://www.jiomart.com/good-life-refined-sunflower-oil-1-l-pouch-491074036,Jiomart
Daawat Rozana Gold Basmati Rice 5 kg,Daawat,379.0,23.0,495.0,0.0,0,https://www.jiomart.com/daawat-rozana-gold-basmati-rice-5-kg-490005638,Jiomart
Good Life Jeera 500 g,Good,119.0,30.0,169.0,0.0,0,https://www.jiomart.com/good-life-jeera-500-g-491185140,Jiomart
Daawat Devayya Basmati Rice 1 Kg,Daawat,85.0,23.0,110.0,0.0,0,https://www.jiomart.com/daawat-devayya-basmati-rice-1-kg-490005639,Jiomart
Good Life Big Mustard 100 g,Good,13.0,50.0,26.0,0.0,0,https://www.jiomart.com/good-life-big-mustard-100-g-491185141,Jiomart
Saffola Active RiceBran Based Blended Oil 1 L (Pouch),Saffola,119.0,12.0,135.0,0.0,0,https://www.jiomart.com/saffola-active-ricebran-based-blended-oil-1-l-pouch-490437774,Jiomart
Good Life Jeera 200 g,Good,54.5,50.0,109.0,0.0,0,https://www.jiomart.com/good-life-jeera-200-g-491185139,Jiomart
Daawat Super Basmati Rice 1 Kg,Daawat,111.0,33.0,165.0,0.0,0,https://www.jiomart.com/daawat-super-basmati-rice-1-kg-490000003,Jiomart
Super Sarvottam Rice Bran Oil 1 ltr,Super,94.0,37.0,149.0,0.0,0,https://www.jiomart.com/super-sarvottam-rice-bran-oil-1-ltr-491504124,Jiomart
Loose Lokwan Grade 1 1 Kg,Loose,28.0,14.0,32.5,0.0,0,https://www.jiomart.com/loose-lokwan-grade-1-1-kg-490174095,Jiomart
Tez Kachi Ghani Mustard Oil 1 L (Pouch),Tez,135.0,8.0,146.0,0.0,0,https://www.jiomart.com/tez-kachi-ghani-mustard-oil-1-l-pouch-490064782,Jiomart
Daawat Devayya Basmati Rice 5 Kg,Daawat,399.0,27.0,545.0,0.0,0,https://www.jiomart.com/daawat-devayya-basmati-rice-5-kg-490005640,Jiomart
